Gene ID	Gene name	ADPSBQ_Pval	ADPSBQ_logFC	ADPSBQ_qvalue	ADPVSC_Pval	ADPVSC_logFC	ADPVSC_qvalue	ADRNLG_Pval	ADRNLG_logFC	ADRNLG_qvalue	ARTAORT_Pval	ARTAORT_logFC	ARTAORT_qvalue	ARTCRN_Pval	ARTCRN_logFC	ARTCRN_qvalue	ARTTBL_Pval	ARTTBL_logFC	ARTTBL_qvalue	BRNCTXA_Pval	BRNCTXA_logFC	BRNCTXA_qvalue	CLNSGM_Pval	CLNSGM_logFC	CLNSGM_qvalue	CLNTRN_Pval	CLNTRN_logFC	CLNTRN_qvalue	ESPGEJ_Pval	ESPGEJ_logFC	ESPGEJ_qvalue	ESPMCS_Pval	ESPMCS_logFC	ESPMCS_qvalue	ESPMSL_Pval	ESPMSL_logFC	ESPMSL_qvalue	FIBRBLS_Pval	FIBRBLS_logFC	FIBRBLS_qvalue	HRTAA_Pval	HRTAA_logFC	HRTAA_qvalue	HRTLV_Pval	HRTLV_logFC	HRTLV_qvalue	LCL_Pval	LCL_logFC	LCL_qvalue	LIVER_Pval	LIVER_logFC	LIVER_qvalue	LUNG_Pval	LUNG_logFC	LUNG_qvalue	MSCLSK_Pval	MSCLSK_logFC	MSCLSK_qvalue	NERVET_Pval	NERVET_logFC	NERVET_qvalue	PNCREAS_Pval	PNCREAS_logFC	PNCREAS_qvalue	PTTARY_Pval	PTTARY_logFC	PTTARY_qvalue	SKINNS_Pval	SKINNS_logFC	SKINNS_qvalue	SKINS_Pval	SKINS_logFC	SKINS_qvalue	SMINTI_Pval	SMINTI_logFC	SMINTI_qvalue	SPLEEN_Pval	SPLEEN_logFC	SPLEEN_qvalue	STMACH_Pval	STMACH_logFC	STMACH_qvalue	THYROID_Pval	THYROID_logFC	THYROID_qvalue	WHLBLD_Pval	WHLBLD_logFC	WHLBLD_qvalue	category	region
ENSG00000077713.14	SLC25A43	3.02E-01	0.057492509	2.70E-01	2.70E-01	0.036038753	3.78E-01	6.81E-01	0.038691691	7.84E-01	2.70E-01	0.036272787	3.72E-01	6.20E-01	-0.021045323	6.48E-01	2.05E-01	0.086788144	3.44E-01	3.27E-01	0.155133634	4.02E-01	2.63E-01	-0.047924826	9.72E-01	9.92E-01	-0.000429122	9.13E-01	6.09E-01	0.026995531	7.88E-01	5.37E-01	0.015986926	6.48E-01	7.84E-01	0.009410324	7.86E-01	8.11E-01	0.018943332	5.33E-01	9.19E-01	0.004776324	6.53E-01	8.24E-02	-0.089974828	1.24E-01	2.16E-02	-0.129482971	4.69E-01	6.10E-02	0.144175629	3.76E-01	4.52E-02	-0.056297621	3.62E-01	3.77E-01	-0.038260535	2.90E-01	6.70E-01	-0.026012796	6.39E-01	1.09E-01	0.060309978	3.11E-01	9.73E-01	-0.006034088	7.27E-01	7.73E-01	-0.028824785	5.96E-01	4.37E-01	-0.044648841	3.45E-01	1.63E-01	-0.079194005	6.68E-01	9.57E-01	-0.002160206	6.21E-01	7.31E-01	0.018353406	7.05E-01	9.88E-01	0.000472196	6.44E-01	7.90E-01	-0.01875166	6.54E-01	Inactive	nonPAR
ENSG00000077721.11	UBE2A	2.62E-02	0.028375299	5.36E-02	5.64E-01	-0.012314695	5.26E-01	1.98E-02	0.050346437	3.21E-01	4.04E-01	0.013594219	4.49E-01	5.09E-04	0.088007689	3.47E-02	4.32E-01	-0.011156563	4.88E-01	4.51E-01	-0.023933827	4.63E-01	2.55E-01	0.026905549	9.72E-01	9.46E-01	-0.002030409	9.09E-01	3.77E-01	0.023352597	7.13E-01	6.60E-01	0.007071498	6.85E-01	1.94E-01	0.019821487	5.78E-01	3.76E-01	-0.012720258	3.61E-01	3.02E-01	0.02413878	4.25E-01	3.70E-01	-0.021458886	3.09E-01	9.43E-01	0.002224332	8.86E-01	9.77E-01	0.001006051	8.06E-01	9.11E-02	-0.024350173	4.50E-01	1.66E-05	0.066891035	1.41E-04	1.02E-01	0.021335291	3.06E-01	1.56E-01	-0.029306962	3.64E-01	6.30E-01	0.01932097	6.40E-01	1.71E-01	-0.027629321	2.98E-01	3.22E-01	-0.01274941	2.89E-01	5.28E-01	-0.025137378	8.06E-01	5.96E-01	0.012904859	5.15E-01	6.68E-02	0.046127764	2.99E-01	6.50E-01	0.007011061	5.49E-01	3.16E-01	-0.017840612	4.58E-01	Inactive	nonPAR
ENSG00000078061.8	ARAF	7.16E-02	0.030589699	1.07E-01	3.97E-01	0.021175003	4.50E-01	1.20E-01	-0.042224753	5.43E-01	3.93E-01	0.016420324	4.45E-01	1.67E-01	-0.044069506	4.05E-01	6.35E-01	0.008192292	5.74E-01	7.49E-01	0.010233511	5.73E-01	5.21E-01	-0.020448196	9.80E-01	4.61E-01	-0.016419667	8.57E-01	7.74E-01	-0.007171974	8.17E-01	5.55E-01	0.011060061	6.54E-01	8.03E-01	-0.004852635	7.89E-01	5.40E-02	0.025729934	1.16E-01	4.29E-01	0.024171147	4.91E-01	8.98E-01	-0.00325105	4.97E-01	4.85E-01	0.02210514	8.23E-01	3.69E-01	-0.043856967	6.41E-01	2.64E-01	-0.019387545	6.01E-01	9.92E-02	-0.0318497	1.18E-01	9.06E-01	-0.002098033	6.99E-01	3.77E-01	-0.018922995	5.26E-01	5.38E-01	-0.027299788	6.06E-01	4.62E-01	-0.017984636	4.80E-01	2.63E-01	0.020602403	2.56E-01	5.55E-02	-0.062503481	5.50E-01	2.63E-01	-0.027939981	3.55E-01	7.16E-01	-0.00928547	7.02E-01	1.20E-01	-0.030046406	2.52E-01	4.43E-01	-0.015200186	5.30E-01	Inactive	nonPAR
ENSG00000078589.8	P2RY10	6.57E-01	0.046134458	4.28E-01	6.59E-01	-0.042609783	5.60E-01	NA	NA	NA	NA	NA	NA	7.92E-01	-0.064113959	7.01E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.54E-01	-0.005306296	9.09E-01	NA	NA	NA	2.84E-01	-0.098576324	5.27E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.67E-04	0.158943326	1.58E-01	NA	NA	NA	7.44E-02	0.110827928	4.28E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.21E-01	0.16157629	7.06E-01	6.47E-01	0.031756762	5.33E-01	2.51E-02	0.320281756	1.98E-01	2.42E-02	0.233406615	1.07E-01	7.95E-01	0.011220965	6.55E-01	Variable	nonPAR
ENSG00000078596.6	ITM2A	1.38E-02	-0.104600027	3.41E-02	7.76E-01	-0.018099618	5.99E-01	2.15E-01	0.097647685	6.26E-01	1.08E-02	0.182333871	6.87E-02	4.49E-01	0.067118363	5.85E-01	9.56E-01	-0.00307964	6.66E-01	6.53E-01	0.041722316	5.43E-01	1.58E-01	0.090484467	9.51E-01	4.94E-01	0.047868006	8.63E-01	1.31E-01	0.108644856	5.72E-01	9.42E-01	0.004133011	7.58E-01	1.04E-01	0.081160822	4.87E-01	1.71E-01	-0.18687357	2.29E-01	5.27E-01	0.049038673	5.31E-01	5.04E-02	-0.100296019	9.05E-02	4.28E-01	-0.09270997	8.09E-01	7.71E-02	0.222793874	4.07E-01	8.35E-01	-0.01290552	7.87E-01	9.92E-01	-0.000377318	5.10E-01	9.93E-02	0.067173298	3.03E-01	9.41E-02	0.225318712	2.91E-01	2.43E-01	0.130192881	4.51E-01	5.46E-01	0.037681228	5.16E-01	7.59E-01	0.015744256	4.66E-01	7.02E-01	-0.039351681	8.41E-01	4.34E-01	0.069952634	4.47E-01	9.22E-02	0.170157676	3.39E-01	3.86E-01	-0.037996491	4.41E-01	8.86E-01	0.007330367	6.81E-01	Inactive	nonPAR
ENSG00000079482.11	OPHN1	4.12E-01	-0.027669596	3.27E-01	7.54E-01	0.01642121	5.93E-01	6.12E-01	0.036720814	7.70E-01	3.69E-03	0.080738402	3.62E-02	1.09E-01	0.087824899	3.47E-01	4.53E-01	0.018306848	4.97E-01	4.17E-01	0.042421807	4.50E-01	6.10E-01	0.019420141	9.86E-01	2.95E-01	-0.038755235	8.17E-01	4.97E-01	-0.033486858	7.57E-01	7.74E-01	0.009243756	7.19E-01	6.69E-01	0.013931675	7.59E-01	4.19E-01	0.023874051	3.83E-01	3.89E-01	0.040204881	4.73E-01	2.92E-02	0.101047736	6.37E-02	NA	NA	NA	6.13E-03	0.337940487	1.57E-01	5.10E-04	-0.144087645	4.57E-02	1.87E-03	0.108612695	6.18E-03	8.07E-01	0.006111454	6.73E-01	3.47E-01	0.03524219	5.07E-01	3.66E-01	-0.054460072	5.29E-01	9.91E-01	0.000404244	6.54E-01	3.35E-01	0.027768246	2.97E-01	6.42E-01	0.031483186	8.33E-01	5.71E-01	-0.031911116	5.07E-01	8.57E-01	-0.008631917	7.34E-01	4.71E-01	-0.017780838	4.81E-01	NA	NA	NA	Inactive	nonPAR
ENSG00000080561.9	MID2	6.27E-01	0.011794119	4.16E-01	3.17E-02	-0.069961572	1.34E-01	4.87E-01	0.030678344	7.40E-01	1.17E-01	0.043500068	2.48E-01	1.50E-01	0.069600938	3.89E-01	2.28E-01	0.029103308	3.63E-01	1.82E-01	-0.093293468	3.06E-01	7.90E-01	0.011736631	9.96E-01	9.17E-01	-0.00606296	9.06E-01	7.86E-01	0.012605452	8.19E-01	3.87E-01	0.026132109	5.85E-01	3.67E-01	0.027372397	6.70E-01	9.67E-01	0.001089174	5.77E-01	4.88E-01	0.030808523	5.16E-01	8.40E-01	0.010584242	4.81E-01	NA	NA	NA	3.90E-02	0.167367535	3.34E-01	1.27E-01	-0.050535823	4.98E-01	7.99E-04	-0.090530101	3.15E-03	4.18E-01	0.018305689	5.39E-01	3.56E-02	-0.096604519	1.89E-01	6.52E-01	0.03444765	6.46E-01	1.59E-01	-0.05479379	2.87E-01	8.12E-03	-0.066841209	2.49E-02	2.39E-01	0.098969629	7.12E-01	2.20E-03	0.203427198	3.16E-02	6.53E-01	-0.024505547	6.83E-01	1.45E-01	-0.032385197	2.76E-01	4.11E-01	0.069537257	5.15E-01	Variable	nonPAR
ENSG00000080572.8	PIH1D3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.98E-01	-0.032793604	7.59E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Escape	nonPAR
ENSG00000082458.7	DLG3	6.84E-05	-0.109819798	5.61E-04	7.19E-01	-0.012529665	5.83E-01	4.57E-02	0.102957793	4.09E-01	3.45E-01	-0.022891974	4.20E-01	7.69E-01	-0.013463733	6.94E-01	2.62E-02	0.045762579	1.16E-01	9.14E-02	-0.051717031	2.19E-01	3.47E-01	0.031943902	9.73E-01	4.32E-01	-0.0305382	8.52E-01	8.51E-01	0.006459672	8.30E-01	3.90E-01	-0.020835328	5.86E-01	8.05E-02	-0.036752402	4.50E-01	8.11E-05	0.122663031	1.33E-03	6.71E-01	-0.018603964	5.82E-01	2.46E-01	0.043126798	2.43E-01	6.53E-01	0.070190489	8.54E-01	6.12E-01	-0.036172755	7.29E-01	3.38E-01	0.023842112	6.43E-01	5.11E-04	0.109797346	2.20E-03	1.81E-02	0.047918817	1.30E-01	7.46E-01	-0.009745009	6.76E-01	9.71E-01	0.001453373	7.27E-01	1.17E-01	-0.04892827	2.45E-01	1.74E-02	-0.049722755	4.23E-02	9.67E-01	0.002790209	8.81E-01	5.51E-01	0.04442011	4.99E-01	3.30E-02	-0.089958546	2.23E-01	8.69E-01	0.004582486	6.18E-01	3.91E-01	0.031672086	5.03E-01	Inactive	nonPAR
ENSG00000083750.8	RRAGB	4.72E-02	-0.034774157	8.02E-02	1.53E-01	-0.044386492	2.91E-01	6.69E-01	-0.015885705	7.82E-01	7.18E-01	-0.006682103	5.66E-01	4.02E-01	0.027803503	5.63E-01	3.79E-01	-0.014683118	4.58E-01	6.67E-01	-0.016575509	5.48E-01	7.95E-01	0.00786911	9.96E-01	4.95E-01	0.021263444	8.63E-01	6.98E-01	0.012359201	8.04E-01	7.58E-02	-0.04411788	3.18E-01	4.59E-01	-0.014722652	7.10E-01	1.97E-01	0.031296396	2.50E-01	3.36E-01	0.033073038	4.45E-01	5.38E-01	0.019125157	3.82E-01	5.35E-01	0.029702324	8.37E-01	8.49E-01	0.009619391	7.84E-01	2.58E-01	-0.023762263	5.99E-01	2.48E-04	0.08931909	1.23E-03	8.20E-03	-0.044681251	8.71E-02	3.08E-01	0.027290921	4.84E-01	4.02E-02	-0.087832251	2.09E-01	3.25E-01	0.024794473	4.06E-01	3.24E-02	0.040243987	6.55E-02	1.07E-01	-0.067706158	6.21E-01	9.90E-01	-0.000401576	6.29E-01	2.58E-01	0.035582277	5.05E-01	1.02E-01	-0.025866561	2.32E-01	7.46E-01	0.010759027	6.43E-01	Inactive	nonPAR
ENSG00000085185.11	BCORL1	5.45E-01	0.01843054	3.86E-01	1.07E-02	-0.143329793	8.01E-02	3.01E-01	0.04792147	6.75E-01	4.35E-01	-0.028376541	4.64E-01	5.80E-03	-0.125145318	1.06E-01	7.83E-01	0.009084678	6.23E-01	6.67E-02	-0.095355613	1.90E-01	7.35E-01	-0.022891223	9.96E-01	4.96E-01	-0.038107504	8.63E-01	4.33E-01	0.054297367	7.37E-01	7.26E-01	-0.01248009	7.06E-01	3.92E-01	0.040340211	6.80E-01	3.62E-01	0.023789884	3.54E-01	1.89E-02	-0.118993322	1.23E-01	2.26E-03	-0.13227442	1.10E-02	8.52E-02	-0.173154464	6.29E-01	6.58E-01	0.047824481	7.42E-01	8.56E-01	0.006032643	7.92E-01	4.90E-03	-0.099206426	1.30E-02	2.72E-01	-0.031576925	4.57E-01	7.74E-02	0.072387539	2.68E-01	7.80E-01	0.025448729	6.82E-01	5.45E-01	-0.030193011	5.16E-01	7.33E-02	0.051807566	1.13E-01	4.07E-01	-0.058063235	7.72E-01	7.16E-01	-0.014200894	5.55E-01	2.76E-01	0.0613302	5.18E-01	5.78E-01	-0.018962273	5.25E-01	4.63E-01	0.025486084	5.40E-01	Inactive	nonPAR
ENSG00000085224.16	ATRX	1.77E-01	-0.020215621	1.93E-01	1.99E-02	-0.053666001	1.08E-01	1.21E-01	0.043434855	5.44E-01	2.81E-01	-0.016526869	3.79E-01	4.89E-01	0.021142554	6.02E-01	1.24E-02	-0.038416086	7.28E-02	4.17E-01	-0.02540248	4.50E-01	4.48E-01	-0.02203096	9.79E-01	5.70E-02	-0.054574436	6.42E-01	1.56E-01	-0.052417929	5.91E-01	1.68E-01	-0.022656452	4.33E-01	4.35E-01	0.015334805	7.00E-01	2.50E-01	-0.018611669	2.87E-01	5.06E-01	-0.017502354	5.23E-01	6.18E-01	-0.012611241	4.12E-01	2.49E-02	-0.066517523	4.78E-01	4.54E-01	-0.02550711	6.76E-01	8.92E-01	0.002783788	7.97E-01	3.97E-04	-0.068013172	1.79E-03	3.39E-01	0.01295288	4.98E-01	9.03E-01	0.002819581	7.16E-01	8.29E-01	0.007799966	6.95E-01	8.84E-03	-0.079174001	5.77E-02	1.03E-01	-0.036925862	1.42E-01	2.79E-01	0.057953613	7.28E-01	5.89E-01	0.014016373	5.13E-01	2.14E-01	-0.051499277	4.69E-01	5.80E-02	-0.030699211	1.73E-01	7.20E-01	0.007849284	6.35E-01	Inactive	nonPAR
ENSG00000086712.8	TXLNG	1.83E-24	0.34453643	4.02E-22	7.98E-06	0.215628754	1.29E-03	1.42E-07	0.239482132	7.40E-05	4.00E-18	0.383192447	1.50E-15	9.03E-11	0.430699448	5.91E-08	5.52E-29	0.386948078	3.01E-26	9.30E-01	0.004849933	6.22E-01	1.29E-09	0.357891032	9.68E-07	3.88E-05	0.216378059	1.27E-02	2.46E-07	0.307149628	1.28E-04	5.02E-21	0.366523649	3.07E-18	2.21E-16	0.303320713	1.29E-13	1.97E-64	0.582978176	1.97E-61	1.85E-07	0.289523279	4.79E-05	2.81E-10	0.313553995	3.48E-08	4.01E-10	0.291973484	2.60E-07	1.79E-04	0.378628382	2.82E-02	7.89E-19	0.3430679	4.72E-16	2.47E-27	0.390925874	7.19E-25	9.41E-23	0.330395976	3.10E-20	2.68E-09	0.331636742	1.09E-06	4.51E-03	0.187770283	7.39E-02	4.69E-17	0.433643892	2.09E-14	1.33E-23	0.410759196	3.86E-21	2.13E-03	0.332995685	2.37E-01	9.59E-14	0.546829589	5.67E-11	5.93E-06	0.279295607	1.37E-03	4.80E-18	0.290634198	1.91E-15	1.67E-15	0.532282896	7.75E-13	Escape	nonPAR
ENSG00000086717.14	PPEF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.97E-01	0.000342009	6.38E-01	NA	NA	NA	NA	NA	NA	6.34E-02	-0.237440279	4.93E-01	NA	NA	NA	1.46E-02	0.23762611	2.54E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15E-01	0.388603485	6.59E-01	NA	NA	NA	1.93E-01	0.134101316	5.55E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.78E-02	-0.402123237	2.27E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62E-01	0.161961558	2.92E-01	8.49E-03	0.303120414	7.84E-02	Variable	nonPAR
ENSG00000086758.11	HUWE1	4.04E-03	-0.038815296	1.35E-02	1.44E-01	0.029478501	2.83E-01	2.68E-01	0.036577083	6.60E-01	9.92E-01	0.000183363	6.38E-01	4.87E-01	-0.020469121	6.02E-01	6.82E-01	-0.006564776	5.91E-01	2.92E-01	-0.030738515	3.83E-01	9.62E-01	0.001154157	1.00E+00	3.43E-01	-0.018270193	8.33E-01	4.07E-01	-0.01867129	7.24E-01	4.75E-01	0.011237543	6.25E-01	7.33E-01	-0.00574455	7.77E-01	1.16E-02	-0.039322007	4.44E-02	1.50E-01	0.030238441	3.15E-01	1.12E-02	0.069989411	3.29E-02	4.27E-01	-0.026257753	8.09E-01	5.90E-01	-0.020374812	7.21E-01	3.40E-01	0.01564557	6.44E-01	7.19E-02	-0.033884842	9.35E-02	5.03E-01	0.009828296	5.75E-01	4.38E-01	0.012956133	5.57E-01	3.87E-01	0.04069194	5.39E-01	3.92E-01	0.017140689	4.43E-01	4.48E-01	-0.009982121	3.49E-01	1.76E-01	0.052067995	6.80E-01	5.70E-01	0.013385884	5.07E-01	1.98E-01	0.02861972	4.54E-01	8.43E-01	0.003262451	6.12E-01	2.12E-01	0.03121446	3.86E-01	Inactive	nonPAR
ENSG00000087842.6	PIR	2.97E-03	0.121670779	1.07E-02	5.60E-03	0.157707345	5.82E-02	8.35E-01	0.014264055	8.16E-01	5.99E-04	0.207696868	1.06E-02	4.42E-01	0.060516275	5.80E-01	3.41E-01	0.036610984	4.38E-01	5.06E-01	0.061295055	4.87E-01	2.78E-01	0.098385529	9.72E-01	2.63E-01	0.083758908	8.00E-01	7.95E-01	0.019276647	8.19E-01	1.70E-03	0.144497361	6.26E-02	4.32E-01	0.046842287	6.98E-01	9.93E-04	0.252108459	8.24E-03	5.57E-01	0.043878679	5.42E-01	2.66E-01	-0.064413378	2.55E-01	3.31E-01	-0.098157209	7.84E-01	3.74E-01	0.125065525	6.42E-01	5.65E-02	0.103745807	3.94E-01	2.26E-01	0.056842658	2.07E-01	9.37E-01	-0.003264135	7.06E-01	9.59E-01	-0.004427576	7.29E-01	7.01E-02	0.143318912	2.71E-01	2.36E-02	-0.128874878	9.95E-02	1.84E-01	-0.058492474	2.05E-01	5.68E-01	0.065104895	8.16E-01	2.06E-01	0.105734864	3.17E-01	2.26E-01	0.10788802	4.78E-01	4.83E-01	-0.033736904	4.86E-01	1.87E-02	0.262153193	1.20E-01	Variable	nonPAR
ENSG00000087916.7	SLC6A14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.19E-01	0.132593185	8.74E-01	NA	NA	NA	9.94E-01	0.001012656	7.67E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.90E-02	0.207569908	2.64E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91E-01	-0.259608754	4.14E-01	5.75E-01	-0.06580893	5.27E-01	7.27E-01	-0.026713701	4.55E-01	2.19E-01	0.475305156	7.05E-01	NA	NA	NA	7.09E-01	-0.109201412	6.99E-01	NA	NA	NA	NA	NA	NA	Inactive	nonPAR
ENSG00000089289.11	IGBP1	7.89E-01	-0.005339574	4.72E-01	1.50E-01	-0.053207724	2.88E-01	8.46E-01	0.009933322	8.18E-01	8.87E-01	-0.004193142	6.13E-01	6.75E-02	0.093523453	2.86E-01	3.24E-03	0.066958521	3.14E-02	8.28E-01	0.006655621	5.95E-01	6.47E-01	0.021755596	9.88E-01	5.63E-01	0.026844442	8.68E-01	9.65E-01	0.001950493	8.44E-01	1.34E-01	0.034172257	3.96E-01	4.36E-01	0.02342233	7.00E-01	4.99E-01	0.013834908	4.20E-01	1.45E-01	0.049751115	3.12E-01	5.94E-02	-0.068076266	1.01E-01	5.73E-01	0.017341011	8.46E-01	1.10E-01	-0.082159466	4.56E-01	8.28E-02	0.046813074	4.39E-01	4.93E-01	0.016016961	3.43E-01	5.56E-01	0.010666415	6.00E-01	3.92E-01	0.037180007	5.33E-01	9.13E-01	-0.006179121	7.14E-01	6.48E-02	0.054659832	1.74E-01	2.04E-01	0.025492407	2.19E-01	7.84E-01	0.016090422	8.55E-01	2.79E-01	0.041915243	3.66E-01	9.07E-01	-0.006179737	7.44E-01	4.23E-02	0.05213944	1.46E-01	3.74E-02	0.046076702	1.68E-01	Inactive	nonPAR
ENSG00000089472.12	HEPH	1.17E-04	-0.182857388	8.59E-04	9.09E-02	-0.105942294	2.25E-01	1.69E-01	0.072318362	5.92E-01	2.40E-01	-0.036367977	3.51E-01	2.57E-01	-0.062780747	4.75E-01	1.95E-03	-0.110104909	2.24E-02	2.77E-01	0.073720172	3.74E-01	4.61E-01	-0.056482802	9.79E-01	4.91E-03	0.150853164	3.64E-01	6.86E-01	0.023901544	8.03E-01	6.26E-02	-0.091039815	2.96E-01	7.79E-01	0.013422889	7.85E-01	1.46E-02	-0.127877557	5.17E-02	8.01E-01	0.009940779	6.23E-01	1.49E-01	-0.109943256	1.81E-01	8.81E-01	-0.027375763	8.80E-01	4.16E-02	-0.164950113	3.39E-01	4.43E-02	-0.081373875	3.60E-01	1.94E-02	-0.120985335	3.63E-02	1.36E-01	-0.047301923	3.46E-01	1.71E-01	-0.086183303	3.79E-01	1.28E-01	-0.111769799	3.52E-01	3.77E-01	-0.053485728	4.36E-01	1.10E-04	-0.154587158	1.03E-03	4.07E-06	0.355710286	2.16E-03	8.81E-01	-0.007509106	6.04E-01	6.26E-01	-0.030777849	6.75E-01	7.59E-07	-0.196984398	7.63E-05	NA	NA	NA	Inactive	nonPAR
ENSG00000089682.12	RBM41	8.17E-02	-0.040949791	1.17E-01	2.02E-01	-0.040288396	3.31E-01	5.85E-01	-0.033428802	7.64E-01	5.68E-02	0.049858072	1.72E-01	4.64E-01	0.028371592	5.92E-01	2.85E-01	-0.023083693	4.03E-01	6.60E-02	-0.112279874	1.89E-01	1.57E-01	-0.059104893	9.51E-01	1.21E-01	-0.058220038	7.18E-01	1.11E-01	-0.067353478	5.49E-01	6.00E-04	-0.081867343	3.47E-02	4.09E-02	-0.050637422	3.68E-01	4.10E-01	-0.017046263	3.79E-01	6.59E-03	-0.100855459	7.09E-02	5.02E-02	-0.065706374	9.03E-02	1.21E-01	-0.059017681	6.63E-01	3.67E-01	0.049056227	6.41E-01	1.46E-01	-0.037195124	5.17E-01	2.32E-04	-0.08676933	1.17E-03	6.84E-01	-0.008615471	6.45E-01	1.72E-01	0.049552898	3.80E-01	4.24E-01	0.044983298	5.58E-01	1.03E-03	-0.11405946	1.51E-02	1.59E-01	-0.038299028	1.87E-01	2.85E-01	0.068871204	7.32E-01	4.14E-01	0.041712543	4.37E-01	1.66E-01	-0.058332459	4.26E-01	2.95E-03	-0.066555258	3.25E-02	3.36E-01	-0.041670595	4.71E-01	Inactive	nonPAR
ENSG00000089820.11	ARHGAP4	4.47E-03	0.074440366	1.46E-02	6.92E-01	0.018136092	5.72E-01	2.17E-01	-0.04786387	6.27E-01	5.98E-02	-0.063145635	1.76E-01	7.11E-01	-0.02144855	6.76E-01	1.92E-01	-0.043636249	3.33E-01	1.16E-03	0.182212079	2.87E-02	6.03E-01	0.028190827	9.85E-01	5.56E-01	0.031489447	8.67E-01	4.69E-01	-0.034117615	7.49E-01	7.00E-02	-0.060608124	3.08E-01	6.40E-01	-0.015068277	7.54E-01	9.35E-02	0.083632005	1.61E-01	8.98E-01	-0.006011145	6.48E-01	6.51E-01	0.018445678	4.23E-01	9.38E-01	-0.002524958	8.85E-01	5.20E-01	-0.043149556	6.98E-01	9.75E-02	-0.05507662	4.58E-01	2.02E-03	0.098234009	6.58E-03	5.11E-01	-0.014650172	5.79E-01	6.07E-02	-0.07237617	2.40E-01	5.72E-01	-0.034431312	6.18E-01	2.79E-01	-0.049688288	3.77E-01	5.32E-01	-0.018863589	3.85E-01	6.08E-01	-0.033115619	8.25E-01	1.05E-02	-0.092845809	7.35E-02	9.67E-01	0.001952874	7.56E-01	3.96E-01	0.031102465	4.47E-01	8.24E-01	0.004865649	6.64E-01	Variable	nonPAR
ENSG00000090776.5	EFNB1	2.23E-02	0.086005611	4.77E-02	9.73E-01	-0.002147359	6.49E-01	6.84E-01	0.021209585	7.85E-01	1.20E-01	-0.054284353	2.51E-01	7.51E-01	0.023252569	6.89E-01	1.38E-01	-0.059399592	2.86E-01	1.05E-01	0.102480112	2.34E-01	5.64E-01	0.035656079	9.80E-01	1.77E-01	0.060014469	7.54E-01	2.89E-01	0.074512677	6.77E-01	1.82E-01	-0.042631725	4.46E-01	4.00E-01	-0.034208088	6.85E-01	4.96E-01	-0.023444333	4.18E-01	6.71E-01	-0.023937994	5.83E-01	1.36E-01	0.070568151	1.71E-01	7.12E-01	-0.049026317	8.63E-01	6.62E-01	0.037322901	7.43E-01	1.23E-02	-0.12447012	2.15E-01	2.42E-01	-0.0428624	2.16E-01	4.14E-01	0.025911973	5.38E-01	2.16E-01	-0.057062151	4.19E-01	2.17E-01	-0.0976743	4.33E-01	3.59E-01	-0.034801462	4.26E-01	2.58E-01	-0.028973647	2.53E-01	2.17E-01	-0.080694196	7.05E-01	1.67E-01	-0.085665422	2.86E-01	9.65E-01	0.003120099	7.55E-01	1.01E-02	-0.100595477	6.61E-02	5.85E-01	0.023876198	5.89E-01	Inactive	nonPAR
